"UniqueID","DATE","SITE","PLOT","TREE","SPECIES","DBH","DA","TOP","LEAN","BOWED","DOWN","NOTES","STATUS","Year","ReplaceID","ID.Seq","Missing.Place","Decimal.Error","species_growth","dbh_change","year_diff","dbh_year_change","is_spike","is_dip","is_anomalous","anomalous_type"
"FP2C_14_5188",1990-08-23,"FP2C","14","5188","POPBAL",11.5,1,"-99",0,1,"1","","Alive",1990,"FP2C_14_5188_1990",1,"NMis",FALSE,2.7,0,0,0,FALSE,FALSE,FALSE,"NA"
"FP2C_14_5188",1993-07-15,"FP2C","14","5188","POPBAL",12.4,1,"-99",0,1,"1","","Alive",1993,"FP2C_14_5188_1993",2,"NMis",FALSE,2.7,0.9,3,0.3,FALSE,FALSE,FALSE,"NA"
"FP2C_14_5188",1997-07-24,"FP2C","14","5188","POPBAL",14,1,"-99",0,1,"1","c","Alive",1997,"FP2C_14_5188_1997",3,"NMis",FALSE,2.7,1.6,4,0.4,FALSE,FALSE,FALSE,"NA"
"FP2C_14_5188",2000-07-20,"FP2C","14","5188","POPBAL",14.5,1,"-99",0,1,"1","c","Alive",2000,"FP2C_14_5188_2000",4,"NMis",FALSE,2.7,0.5,3,0.166666666666667,FALSE,FALSE,FALSE,"NA"
"FP2C_14_5188",2004-09-12,"FP2C","14","5188","POPBAL",15.5,1,"-99",0,1,"1","","Alive",2004,"FP2C_14_5188_2004",5,"NMis",FALSE,2.7,1,4,0.25,FALSE,FALSE,FALSE,"NA"
"FP2C_14_5188",2008-08-26,"FP2C","14","5188","POPBAL",16.6,1,"-99",0,1,"1","","Alive",2008,"FP2C_14_5188_2008",6,"NMis",FALSE,2.7,1.1,4,0.275,FALSE,FALSE,FALSE,"NA"
"FP2C_14_5188",2018-06-30,"FP2C","14","5188","POPBAL",18.4,1,"-99",0,1,"1","","Alive",2018,"FP2C_14_5188_2018",7,"NMis",FALSE,2.7,1.8,10,0.18,FALSE,FALSE,FALSE,"NA"
"FP2C_2_4652",1990-08-23,"FP2C","2","4652","POPBAL",15.8,1,"-99",0,1,"1","","Alive",1990,"FP2C_2_4652_1990",1,"NMis",FALSE,2.7,0,0,0,FALSE,FALSE,FALSE,"NA"
"FP2C_2_4652",1993-07-15,"FP2C","2","4652","POPBAL",17.5,1,"-99",0,1,"1","s","Alive",1993,"FP2C_2_4652_1993",2,"NMis",FALSE,2.7,1.7,3,0.566666666666666,FALSE,FALSE,FALSE,"NA"
"FP2C_2_4652",1997-07-24,"FP2C","2","4652","POPBAL",NA,0,"-99",0,1,"0","s","Standing/Dead",1997,"FP2C_2_4652_1997",3,"Last",FALSE,2.7,0,4,0,FALSE,FALSE,FALSE,"NA"
"FP2C_4_5022",1990-08-23,"FP2C","4","5022","POPBAL",4,1,"-99",0,1,"1","","Alive",1990,"FP2C_4_5022_1990",1,"NMis",FALSE,2.7,0,0,0,FALSE,FALSE,FALSE,"NA"
"FP2C_4_5022",1993-07-15,"FP2C","4","5022","POPBAL",3.9,1,"-99",0,1,"1","c","Alive",1993,"FP2C_4_5022_1993",2,"NMis",FALSE,2.7,-0.1,3,-0.0333333333333334,FALSE,FALSE,FALSE,"NA"
"FP2C_4_5022",1997-07-24,"FP2C","4","5022","POPBAL",4.5,1,"-99",0,1,"1","c","Alive",1997,"FP2C_4_5022_1997",3,"NMis",FALSE,2.7,0.6,4,0.15,FALSE,FALSE,FALSE,"NA"
"FP2C_4_5022",2000-07-20,"FP2C","4","5022","POPBAL",4.3,1,"-99",0,1,"1","","Alive",2000,"FP2C_4_5022_2000",4,"NMis",FALSE,2.7,-0.2,3,-0.0666666666666667,FALSE,FALSE,FALSE,"NA"
"FP2C_4_5022",2004-09-12,"FP2C","4","5022","POPBAL",4.4,1,"-99",1,1,"1","","Alive",2004,"FP2C_4_5022_2004",5,"NMis",FALSE,2.7,0.100000000000001,4,0.0250000000000001,FALSE,FALSE,FALSE,"NA"
"FP2C_4_5022",2008-08-26,"FP2C","4","5022","POPBAL",4.6,1,"-99",1,1,"1","","Alive",2008,"FP2C_4_5022_2008",6,"NMis",FALSE,2.7,0.199999999999999,4,0.0499999999999998,FALSE,FALSE,FALSE,"NA"
"FP2C_4_5022",2018-06-30,"FP2C","4","5022","POPBAL",4.5,1,"-99",1,1,"1","","Alive",2018,"FP2C_4_5022_2018",7,"NMis",FALSE,2.7,-0.0999999999999996,10,-0.00999999999999996,FALSE,FALSE,FALSE,"NA"
"FP2C_6_5051",1990-08-23,"FP2C","6","5051","POPBAL",11.7,1,"-99",0,1,"1","s","Alive",1990,"FP2C_6_5051_1990",1,"NMis",FALSE,2.7,0,0,0,FALSE,FALSE,FALSE,"NA"
"FP2C_6_5051",1993-07-15,"FP2C","6","5051","POPBAL",12.1,1,"10",0,1,"1","","Alive",1993,"FP2C_6_5051_1993",2,"NMis",FALSE,2.7,0.4,3,0.133333333333333,FALSE,FALSE,FALSE,"NA"
"FP2C_6_5051",1997-07-24,"FP2C","6","5051","POPBAL",12.8,1,"10",0,1,"1","","Alive",1997,"FP2C_6_5051_1997",3,"NMis",FALSE,2.7,0.700000000000001,4,0.175,FALSE,FALSE,FALSE,"NA"
"FP2C_6_5051",2000-07-20,"FP2C","6","5051","POPBAL",12.8,1,"10",0,1,"1","","Alive",2000,"FP2C_6_5051_2000",4,"NMis",FALSE,2.7,0,3,0,FALSE,FALSE,FALSE,"NA"
"FP2C_6_5051",2004-09-12,"FP2C","6","5051","POPBAL",13.7,1,"-99",0,1,"1","","Alive",2004,"FP2C_6_5051_2004",5,"NMis",FALSE,2.7,0.899999999999999,4,0.225,FALSE,FALSE,FALSE,"NA"
"FP2C_6_5051",2008-08-26,"FP2C","6","5051","POPBAL",14.6,1,"-99",0,1,"1","band 3.82","Alive",2008,"FP2C_6_5051_2008",6,"NMis",FALSE,2.7,0.9,4,0.225,FALSE,FALSE,FALSE,"NA"
"FP2C_6_5051",2018-06-30,"FP2C","6","5051","POPBAL",16,1,"-99",0,1,"1","","Alive",2018,"FP2C_6_5051_2018",7,"NMis",FALSE,2.7,1.4,10,0.14,FALSE,FALSE,FALSE,"NA"
"FP2C_6_5885",1993-07-15,"FP2C","6","5885","POPBAL",6.9,1,"2",0,1,"1","dt2","Alive",1993,"FP2C_6_5885_1993",1,"NMis",FALSE,2.7,0,0,0,FALSE,FALSE,FALSE,"NA"
"FP2C_6_5885",1997-07-24,"FP2C","6","5885","POPBAL",NA,0,"-99",0,1,"0","dt2","Standing/Dead",1997,"FP2C_6_5885_1997",2,"Last",FALSE,2.7,0,4,0,FALSE,FALSE,FALSE,"NA"
"FP2C_7_5070",1990-08-23,"FP2C","7","5070","POPBAL",8,1,"-99",0,1,"1","","Alive",1990,"FP2C_7_5070_1990",1,"NMis",FALSE,2.7,0,0,0,FALSE,FALSE,FALSE,"NA"
"FP2C_7_5070",1993-07-15,"FP2C","7","5070","POPBAL",8.4,1,"-99",0,1,"1","","Alive",1993,"FP2C_7_5070_1993",2,"NMis",FALSE,2.7,0.4,3,0.133333333333333,FALSE,FALSE,FALSE,"NA"
"FP2C_7_5070",1997-07-24,"FP2C","7","5070","POPBAL",9.5,1,"-99",0,1,"1","c","Alive",1997,"FP2C_7_5070_1997",3,"NMis",FALSE,2.7,1.1,4,0.275,FALSE,FALSE,FALSE,"NA"
"FP2C_7_5070",2000-07-20,"FP2C","7","5070","POPBAL",9.6,1,"-99",0,1,"1","c","Alive",2000,"FP2C_7_5070_2000",4,"NMis",FALSE,2.7,0.0999999999999996,3,0.0333333333333332,FALSE,FALSE,FALSE,"NA"
"FP2C_7_5070",2004-09-12,"FP2C","7","5070","POPBAL",10,1,"-99",0,1,"1","","Alive",2004,"FP2C_7_5070_2004",5,"NMis",FALSE,2.7,0.4,4,0.1,FALSE,FALSE,FALSE,"NA"
"FP2C_7_5070",2008-08-26,"FP2C","7","5070","POPBAL",10.5,1,"-99",0,1,"1","","Alive",2008,"FP2C_7_5070_2008",6,"NMis",FALSE,2.7,0.5,4,0.125,FALSE,FALSE,FALSE,"NA"
"FP2C_7_5070",2018-06-30,"FP2C","7","5070","POPBAL",11.2,1,"-99",0,1,"1","old notes-new tag #902. 2019 notes-","Alive",2018,"FP2C_7_5070_2018",7,"NMis",FALSE,2.7,0.699999999999999,10,0.0699999999999999,FALSE,FALSE,FALSE,"NA"
"FP2C_8_5097",1990-08-23,"FP2C","8","5097","POPBAL",14.7,1,"-99",0,1,"1","c","Alive",1990,"FP2C_8_5097_1990",1,"NMis",FALSE,2.7,0,0,0,FALSE,FALSE,FALSE,"NA"
"FP2C_8_5097",1993-07-15,"FP2C","8","5097","POPBAL",14.9,1,"-99",0,1,"1","","Alive",1993,"FP2C_8_5097_1993",2,"NMis",FALSE,2.7,0.200000000000001,3,0.066666666666667,FALSE,FALSE,FALSE,"NA"
"FP2C_8_5097",1997-07-24,"FP2C","8","5097","POPBAL",15.5,1,"-99",0,1,"1","","Alive",1997,"FP2C_8_5097_1997",3,"NMis",FALSE,2.7,0.6,4,0.15,FALSE,FALSE,FALSE,"NA"
"FP2C_8_5097",2000-07-20,"FP2C","8","5097","POPBAL",15.7,1,"-99",0,1,"1","","Alive",2000,"FP2C_8_5097_2000",4,"NMis",FALSE,2.7,0.199999999999999,3,0.0666666666666664,FALSE,FALSE,FALSE,"NA"
"FP2C_8_5097",2004-09-12,"FP2C","8","5097","POPBAL",16.2,1,"-99",0,1,"1","","Alive",2004,"FP2C_8_5097_2004",5,"NMis",FALSE,2.7,0.5,4,0.125,FALSE,FALSE,FALSE,"NA"
"FP2C_8_5097",2008-08-26,"FP2C","8","5097","POPBAL",16.8,1,"-99",0,1,"1","","Alive",2008,"FP2C_8_5097_2008",6,"NMis",FALSE,2.7,0.600000000000001,4,0.15,FALSE,FALSE,FALSE,"NA"
"FP2C_8_5097",2018-06-30,"FP2C","8","5097","POPBAL",17.7,1,"-99",0,1,"1","","Alive",2018,"FP2C_8_5097_2018",7,"NMis",FALSE,2.7,0.899999999999999,10,0.0899999999999999,FALSE,FALSE,FALSE,"NA"
