"","UniqueID","DATE","SITE","PLOT","TREE","SPECIES","DBH","DA","TOP","LEAN","BOWED","DOWN","NOTES","STATUS","Year","ReplaceID","ID.Seq","Missing.Place","Decimal.Error","species_growth","dbh_change","year_diff","dbh_year_change","is_spike","is_dip","is_anomalous","anomalous_type","high_spike","extreme_dip","is_anomalous2","anomalous_type2"
"36","UP3A_11_256",2004-07-28,"UP3A","11","256","BETNEO",3,1,"-99",0,1,"1","was #620","Alive",2004,"UP3A_11_256_2004",5,"NMis",FALSE,1.8,0.4,4,0.1,FALSE,FALSE,FALSE,"NA",FALSE,FALSE,FALSE,"NA"
"37","UP3A_11_256",2008-08-13,"UP3A","11","256","BETNEO",4.2,1,"-99",0,1,"1","was #620","Alive",2008,"UP3A_11_256_2008",6,"NMis",FALSE,1.8,1.2,4,0.3,FALSE,FALSE,FALSE,"NA",FALSE,FALSE,FALSE,"NA"
"38","UP3A_11_256",2018-08-10,"UP3A","11","256","BETNEO",5.7,1,"-99",0,1,"1","old notes-was #620. 2019 notes-","Alive",2018,"UP3A_11_256_2018",7,"NMis",FALSE,1.8,1.5,10,0.15,FALSE,FALSE,FALSE,"NA",FALSE,FALSE,FALSE,"NA"
"39","UP3A_11_256",2023-07-19,"UP3A","11","256","BETNEO",6.8,1,"-99",0,1,"1","","Alive",2023,"UP3A_11_256_2023",8,"NMis",FALSE,1.8,1.1,5,0.22,FALSE,FALSE,FALSE,"NA",FALSE,FALSE,FALSE,"NA"
"40","UP3A_13_1612",1990-06-20,"UP3A","13","1612","BETNEO",23.7,1,"-99",1,1,"1","","Alive",1990,"UP3A_13_1612_1990",1,"NMis",FALSE,1.8,0,0,0,FALSE,FALSE,FALSE,"NA",FALSE,FALSE,FALSE,"NA"
"41","UP3A_13_1612",1993-09-07,"UP3A","13","1612","BETNEO",24.4,1,"-99",0,1,"1","","Alive",1993,"UP3A_13_1612_1993",2,"NMis",FALSE,1.8,0.699999999999999,3,0.233333333333333,FALSE,FALSE,FALSE,"NA",FALSE,FALSE,FALSE,"NA"
"42","UP3A_13_1612",1997-08-12,"UP3A","13","1612","BETNEO",25.8,1,"-99",0,1,"1","","Alive",1997,"UP3A_13_1612_1997",3,"NMis",FALSE,1.8,1.4,4,0.350000000000001,FALSE,FALSE,FALSE,"NA",FALSE,FALSE,FALSE,"NA"
"43","UP3A_13_1612",2000-07-19,"UP3A","13","1612","BETNEO",25.5,1,"-99",0,1,"1","w","Alive",2000,"UP3A_13_1612_2000",4,"NMis",FALSE,1.8,-0.300000000000001,3,-0.1,FALSE,FALSE,FALSE,"NA",FALSE,FALSE,FALSE,"NA"
"44","UP3A_13_1612",2004-07-28,"UP3A","13","1612","BETNEO",28,1,"-99",0,1,"1","split way open","Alive",2004,"UP3A_13_1612_2004",5,"NMis",FALSE,1.8,2.5,4,0.625,FALSE,FALSE,FALSE,"NA",FALSE,FALSE,FALSE,"NA"
"45","UP3A_13_1612",2008-08-13,"UP3A","13","1612","BETNEO",30.2,1,"-99",0,1,"1","split way open","Alive",2008,"UP3A_13_1612_2008",6,"NMis",FALSE,1.8,2.2,4,0.55,TRUE,FALSE,TRUE,"Spike",FALSE,FALSE,FALSE,"NA"
"46","UP3A_13_1612",2018-08-10,"UP3A","13","1612","BETNEO",25.6,1,"-99",0,1,"1","old notes-split way open. 2019 notes-","Alive",2018,"UP3A_13_1612_2018",7,"NMis",FALSE,1.8,-4.6,10,-0.46,FALSE,FALSE,FALSE,"NA",FALSE,TRUE,TRUE,"Extreme Dip"
"47","UP3A_13_1612",2023-07-19,"UP3A","13","1612","BETNEO",NA,0,"-99",0,1,"0","dead and down","Fallen/Dead",2023,"UP3A_13_1612_2023",8,"Last",FALSE,1.8,0,5,0,FALSE,FALSE,FALSE,"NA",FALSE,FALSE,FALSE,"NA"
"48","UP3A_2_1544",1990-06-20,"UP3A","2","1544","PICGLA",37.4,1,"-99",0,1,"1","c","Alive",1990,"UP3A_2_1544_1990",1,"NMis",FALSE,1.1,0,0,0,FALSE,FALSE,FALSE,"NA",FALSE,FALSE,FALSE,"NA"
"49","UP3A_2_1544",1993-09-07,"UP3A","2","1544","PICGLA",37.7,1,"-99",0,1,"1","c","Alive",1993,"UP3A_2_1544_1993",2,"NMis",FALSE,1.1,0.300000000000004,3,0.100000000000001,FALSE,FALSE,FALSE,"NA",FALSE,FALSE,FALSE,"NA"
"50","UP3A_2_1544",1997-08-12,"UP3A","2","1544","PICGLA",38.8,1,"-99",0,1,"1","c","Alive",1997,"UP3A_2_1544_1997",3,"NMis",FALSE,1.1,1.09999999999999,4,0.274999999999999,FALSE,FALSE,FALSE,"NA",FALSE,FALSE,FALSE,"NA"
"51","UP3A_2_1544",2000-07-19,"UP3A","2","1544","PICGLA",37,1,"-99",0,1,"1","c","Alive",2000,"UP3A_2_1544_2000",4,"NMis",FALSE,1.1,-1.8,3,-0.599999999999999,FALSE,TRUE,TRUE,"Dip",FALSE,TRUE,TRUE,"Extreme Dip"
"52","UP3A_2_1544",2004-07-28,"UP3A","2","1544","PICGLA",NA,0,"-99",1,1,"0","","Standing/Dead",2004,"UP3A_2_1544_2004",5,"Last",FALSE,1.1,0,4,0,FALSE,FALSE,FALSE,"NA",FALSE,FALSE,FALSE,"NA"
"53","UP3A_2_1544",2008-08-13,"UP3A","2","1544","PICGLA",NA,0,"-99",1,1,"0","","Standing/Dead",2008,"UP3A_2_1544_2008",6,"Last",FALSE,1.1,0,4,0,FALSE,FALSE,FALSE,"NA",FALSE,FALSE,FALSE,"NA"
"54","UP4A_13_877",2008-08-28,"UP4A","13","877","PICMAR",9.4,1,"-99",0,1,"1","or 5.9, 7.4","Alive",2008,"UP4A_13_877_2008",1,"NMis",FALSE,0.75,0,0,0,FALSE,FALSE,FALSE,"NA",FALSE,FALSE,FALSE,"NA"
"55","UP4A_13_877",2013-06-01,"UP4A","13","877","PICMAR",6,1,"-99",0,1,"1","Big difference. Checked twice","Alive",2013,"UP4A_13_877_2013",2,"NMis",FALSE,0.75,-3.4,5,-0.68,FALSE,TRUE,TRUE,"Dip",FALSE,TRUE,TRUE,"Extreme Dip"
"56","UP4A_13_877",2018-06-04,"UP4A","13","877","PICMAR",6.1,1,"-99",0,1,"1","","Alive",2018,"UP4A_13_877_2018",3,"NMis",FALSE,0.75,0.0999999999999996,5,0.0199999999999999,FALSE,FALSE,FALSE,"NA",FALSE,FALSE,FALSE,"NA"
"57","UP4A_13_919",2008-08-28,"UP4A","13","919","PICMAR",2.7,1,"-99",0,1,"1","","Alive",2008,"UP4A_13_919_2008",1,"NMis",FALSE,0.75,0,0,0,FALSE,FALSE,FALSE,"NA",FALSE,FALSE,FALSE,"NA"
"58","UP4A_13_919",2013-06-01,"UP4A","13","919","PICMAR",6.5,1,"-99",0,1,"1","Office Note: DBH verified on hard copy","Alive",2013,"UP4A_13_919_2013",2,"NMis",FALSE,0.75,3.8,5,0.76,FALSE,FALSE,FALSE,"NA",TRUE,FALSE,TRUE,"Extreme Spike"
"59","UP4A_13_919",2018-06-04,"UP4A","13","919","PICMAR",3,1,"-99",1,1,"1","old notes-. 2019 notes-Leaning ","Alive",2018,"UP4A_13_919_2018",3,"NMis",FALSE,0.75,-3.5,5,-0.7,FALSE,TRUE,TRUE,"Dip",FALSE,FALSE,FALSE,"NA"
"60","UP4A_3_221",2008-08-28,"UP4A","3","221","PICMAR",4.7,1,"-99",0,1,"1","","Alive",2008,"UP4A_3_221_2008",1,"NMis",FALSE,0.75,0,0,0,FALSE,FALSE,FALSE,"NA",FALSE,FALSE,FALSE,"NA"
"61","UP4A_3_221",2013-06-01,"UP4A","3","221","PICMAR",2.8,1,"-99",0,1,"1","Office note: DBH verified on hard copy","Alive",2013,"UP4A_3_221_2013",2,"NMis",FALSE,0.75,-1.9,5,-0.38,FALSE,TRUE,TRUE,"Dip",FALSE,TRUE,TRUE,"Extreme Dip"
"62","UP4A_3_221",2018-06-01,"UP4A","3","221","PICMAR",3,1,"-99",0,1,"1","","Alive",2018,"UP4A_3_221_2018",3,"NMis",FALSE,0.75,0.2,5,0.04,FALSE,FALSE,FALSE,"NA",FALSE,FALSE,FALSE,"NA"
"63","UP4A_7_452",2008-08-28,"UP4A","7","452","PICMAR",5.3,1,"-99",0,1,"1","","Alive",2008,"UP4A_7_452_2008",1,"NMis",FALSE,0.75,0,0,0,FALSE,FALSE,FALSE,"NA",FALSE,FALSE,FALSE,"NA"
"64","UP4A_7_452",2013-06-01,"UP4A","7","452","PICMAR",3.5,1,"-99",0,1,"1","Office note: DBH verified on hard copy","Alive",2013,"UP4A_7_452_2013",2,"NMis",FALSE,0.75,-1.8,5,-0.36,FALSE,TRUE,TRUE,"Dip",FALSE,TRUE,TRUE,"Extreme Dip"
"65","UP4A_7_452",2018-06-01,"UP4A","7","452","PICMAR",3.6,1,"-99",0,1,"1","","Alive",2018,"UP4A_7_452_2018",3,"NMis",FALSE,0.75,0.1,5,0.02,FALSE,FALSE,FALSE,"NA",FALSE,FALSE,FALSE,"NA"
"66","UP4B_1_27",2008-08-29,"UP4B","1","27","PICMAR",10,1,"-99",0,1,"1","","Alive",2008,"UP4B_1_27_2008",1,"NMis",FALSE,0.75,0,0,0,FALSE,FALSE,FALSE,"NA",FALSE,FALSE,FALSE,"NA"
"67","UP4B_1_27",2013-06-01,"UP4B","1","27","PICMAR",12.4,1,"-99",0,1,"1","Office Note: DBH verified on hard copy","Alive",2013,"UP4B_1_27_2013",2,"NMis",FALSE,0.75,2.4,5,0.48,TRUE,FALSE,TRUE,"Spike",TRUE,FALSE,TRUE,"Extreme Spike"
"68","UP4B_1_27",2018-06-04,"UP4B","1","27","PICMAR",10.5,1,"-99",0,1,"1","","Alive",2018,"UP4B_1_27_2018",3,"NMis",FALSE,0.75,-1.9,5,-0.38,FALSE,FALSE,FALSE,"NA",FALSE,FALSE,FALSE,"NA"
"69","UP4B_3_116",2008-08-29,"UP4B","3","116","PICMAR",8.1,1,"-99",0,1,"1","","Alive",2008,"UP4B_3_116_2008",1,"NMis",FALSE,0.75,0,0,0,FALSE,FALSE,FALSE,"NA",FALSE,FALSE,FALSE,"NA"
"70","UP4B_3_116",2013-06-01,"UP4B","3","116","PICMAR",9.9,1,"-99",0,1,"1","Office Note: DBH verified on hard copy","Alive",2013,"UP4B_3_116_2013",2,"NMis",FALSE,0.75,1.8,5,0.36,FALSE,FALSE,FALSE,"NA",TRUE,FALSE,TRUE,"Extreme Spike"
"71","UP4B_3_116",2018-06-04,"UP4B","3","116","PICMAR",8.2,1,"-99",0,1,"1","old notes-. 2019 notes- On the ground ","Alive",2018,"UP4B_3_116_2018",3,"NMis",FALSE,0.75,-1.7,5,-0.34,FALSE,TRUE,TRUE,"Dip",FALSE,FALSE,FALSE,"NA"
"72","UP4B_7_203",2008-08-29,"UP4B","7","203","PICMAR",7.7,1,"-99",0,1,"1","","Alive",2008,"UP4B_7_203_2008",1,"NMis",FALSE,0.75,0,0,0,FALSE,FALSE,FALSE,"NA",FALSE,FALSE,FALSE,"NA"
"73","UP4B_7_203",2013-06-01,"UP4B","7","203","PICMAR",4,1,"-99",0,1,"1","Office note: DBH verified on hard copy","Alive",2013,"UP4B_7_203_2013",2,"NMis",FALSE,0.75,-3.7,5,-0.74,FALSE,TRUE,TRUE,"Dip",FALSE,TRUE,TRUE,"Extreme Dip"
"74","UP4B_7_203",2018-06-04,"UP4B","7","203","PICMAR",4.5,1,"-99",0,1,"1","","Alive",2018,"UP4B_7_203_2018",3,"NMis",FALSE,0.75,0.5,5,0.1,FALSE,FALSE,FALSE,"NA",FALSE,FALSE,FALSE,"NA"
"75","UP4B_7_214",2008-08-29,"UP4B","7","214","PICMAR",8.1,1,"-99",0,1,"1","","Alive",2008,"UP4B_7_214_2008",1,"NMis",FALSE,0.75,0,0,0,FALSE,FALSE,FALSE,"NA",FALSE,FALSE,FALSE,"NA"
"76","UP4B_7_214",2013-06-01,"UP4B","7","214","PICMAR",3.3,1,"-99",0,1,"1","Office note: DBH verified on hard copy","Alive",2013,"UP4B_7_214_2013",2,"NMis",FALSE,0.75,-4.8,5,-0.96,FALSE,TRUE,TRUE,"Dip",FALSE,TRUE,TRUE,"Extreme Dip"
"77","UP4B_7_214",2018-06-04,"UP4B","7","214","PICMAR",3.5,1,"-99",0,1,"1","","Alive",2018,"UP4B_7_214_2018",3,"NMis",FALSE,0.75,0.2,5,0.04,FALSE,FALSE,FALSE,"NA",FALSE,FALSE,FALSE,"NA"
"78","UP4D_8_354",2008-09-02,"UP4D","8","354","PICMAR",10.6,1,"-99",0,1,"1","","Alive",2008,"UP4D_8_354_2008",1,"NMis",FALSE,0.75,0,0,0,FALSE,FALSE,FALSE,"NA",FALSE,FALSE,FALSE,"NA"
"79","UP4D_8_354",2013-06-03,"UP4D","8","354","PICMAR",3.9,1,"-99",0,1,"1","tree definitely not 10cm","Alive",2013,"UP4D_8_354_2013",2,"NMis",FALSE,0.75,-6.7,5,-1.34,FALSE,TRUE,TRUE,"Dip",FALSE,TRUE,TRUE,"Extreme Dip"
"80","UP4D_8_354",2018-08-17,"UP4D","8","354","PICMAR",4.1,1,"-99",0,1,"1","old notes-tree definitely not 10cm. 2019 notes-","Alive",2018,"UP4D_8_354_2018",3,"NMis",FALSE,0.75,0.2,5,0.0399999999999999,FALSE,FALSE,FALSE,"NA",FALSE,FALSE,FALSE,"NA"
