Date,Fire Name,Site Name,Observers,Weather,Cohort #,Species,Tree #,Ht of Core (cm),DCH (cm),DBH (cm),Cookie/Core?,Condition of Core,Fire Scar?,Times Counted?,Age 1,Age 2,Age 3,Avg,Feild Notes,Counting Notes,Age Notes
8/16/11,Big Denver,BD-1,CN,sunny,1,BENE,1,14,6.1,4.4,core,good,no,1,34,,,34,,hard to see pith,
8/16/11,Big Denver,BD-1,CN,sunny,1,BENE,2,19.3,12,8.2,core,good,no,1,31,,,31,,,
8/16/11,Big Denver,BD-1,CN,sunny,1,BENE,3,15.5,9.5,6.2,core,good,no,1,31,,,31,,,
8/16/11,Big Denver,BD-1,CN,sunny,1,BENE,4,22.3,12.3,7,core,good,no,1,32,,,32,,,
8/16/11,Big Denver,BD-1,CN,sunny,1,BENE,5,19,9,5.5,core,good,no,0,,,,#DIV/0!,,"incomplete core, on same mount with BD1PM2-4",TRASH
8/16/11,Big Denver,BD-1,CN,sunny,2,PIMA,1,25/21.3,20.5/23,13.2,core,not very good,no,1,33,,,33,BIG TREE- took two cores to make sure I got pith,,"both way off pith, only counted one"
8/16/11,Big Denver,BD-1,CN,sunny,2,PIMA,2,22.5,6.3,4.9,core,good,no,2,23,25,,24,,,
8/16/11,Big Denver,BD-1,CN,sunny,2,PIMA,3,20.3,3,2.5,core,good,no,2,25,24,,24.5,,core broken before pith,
8/16/11,Big Denver,BD-1,CN,sunny,2,PIMA,4,24,4,3.3,core,good,no,1,31,,,31,,,
8/16/11,Big Denver,BD-1,CN,sunny,2,PIMA,5,23.2,5.3,4,core,good,no,0,,,,#DIV/0!,incomplete core… not mounted,,
8/16/11,Big Denver,BD-1,CN,sunny,3,PIMA,1,10,2.2,<DBH,cookie,good,no,1,27,,,27,,,
8/16/11,Big Denver,BD-1,CN,sunny,3,PIMA,2,10,2.4,<DBH,cookie,good,no,3,25,29,28,27.33333333,,,
8/16/11,Big Denver,BD-1,CN,sunny,3,PIMA,3,10,2.7,<DBH,cookie,good,no,1,32,,,32,,,
8/16/11,Big Denver,BD-1,CN,sunny,3,PIMA,4,10,2.3,<DBH,cookie,good,no,1,28,,,28,,,
8/16/11,Big Denver,BD-1,CN,sunny,3,PIMA,5,10,1.2,<DBH,cookie,good,no,0,,,,#DIV/0!,,missing,
8/16/11,Big Denver,BD-1,CN,sunny,5,CBSNBC,1,35,11.4,8.4,cookie,good,yes,2,72,74,,73,,,
8/17/11,Big Denver,BD-10,BC,partly sunny,1,BENE,1,10,10.5,6.6,core,good,no,1,33,,,33,,,
8/17/11,Big Denver,BD-10,BC,partly sunny,1,BENE,2,10,11.2,7.1,core,good,no,0,,,,#DIV/0!,,can't see pith,TRASH
8/17/11,Big Denver,BD-10,BC,partly sunny,1,BENE,3,10,7.3,4.9,core,good,no,1,30,,,30,,few years off pith,
8/17/11,Big Denver,BD-10,BC,partly sunny,1,BENE,4,10,11.3,7.2,core,good,no,1,34,,,34,,few years off pith,
8/17/11,Big Denver,BD-10,BC,partly sunny,1,BENE,5,10,7.9,5.3,core,good,no,1,34,,,34,,,
8/17/11,Big Denver,BD-10,BC,partly sunny,2,PICEASP,1,10,7.6,6.2,core,good,no,1,37,,,37,,,
8/17/11,Big Denver,BD-10,BC,partly sunny,2,PICEASP,2,10,7.5,5.9,core,good,no,1,32,,,32,,,
8/17/11,Big Denver,BD-10,BC,partly sunny,2,PICEASP,3,10,7.1,5.2,core,good,no,0,,,,#DIV/0!,,,TRASH
8/17/11,Big Denver,BD-10,BC,partly sunny,2,PICEASP,4,10,11.3,8.7,core,good,no,1,36,,,36,,,
8/17/11,Big Denver,BD-10,BC,partly sunny,2,PICEASP,5,10,8.9,7.1,core,good,no,1,34,,,34,,,
8/17/11,Big Denver,BD-10,BC,partly sunny,3,PICEASP,1,10,1.4,<DBH,cookie,good,no,2,22,21,,21.5,,,
8/17/11,Big Denver,BD-10,BC,partly sunny,3,PICEASP,2,10,1.6,<DBH,cookie,good,no,2,31,32,,31.5,,,
8/17/11,Big Denver,BD-10,BC,partly sunny,3,PICEASP,3,10,2.5,<DBH,cookie,good,no,2,23,23,,23,,,
8/17/11,Big Denver,BD-10,BC,partly sunny,3,PICEASP,4,10,2.8,<DBH,cookie,good,no,2,30,30,,30,,,
8/17/11,Big Denver,BD-10,BC,partly sunny,3,PICEASP,5,10,1.7,<DBH,cookie,good,no,2,29,30,,29.5,,,
8/17/11,Big Denver,BD-10,BC,partly sunny,4,CBSNBC,1,15,7.2,5,cookie,good,no,2,70,69,,69.5,,,
8/17/11,Big Denver,BD-10,BC,partly sunny,4,CBSNBC,2,20,7.9,5.9,cookie,good,no,2,70,72,,71,,,
8/16/11,Big Denver,BD-11,BC,sunny,1,POTR,1,14,12,10.2,core,good,no,2,34,36,,35,,,
8/16/11,Big Denver,BD-11,BC,sunny,1,POTR,2,14,11.4,9.7,core,good,no,2,40,38,,39,,,
8/16/11,Big Denver,BD-11,BC,sunny,1,POTR,3,16,13,10.4,core,good,no,2,35,37,,36,,,
8/16/11,Big Denver,BD-11,BC,sunny,1,POTR,4,18,14,10.7,core,good,no,1,39,,,39,,,
8/16/11,Big Denver,BD-11,BC,sunny,1,POTR,5,20,14.2,11.8,core,good,no,1,38,,,38,,really hard to tell where pith is,
8/16/11,Big Denver,BD-11,BC,sunny,2,BENE,1,10,7.1,4.7,core,good,no,0,,,,#DIV/0!,,can't tell where pith is,TRASH
8/16/11,Big Denver,BD-11,BC,sunny,2,BENE,2,16,13.8,8.9,core,good,no,1,32,,,32,,scar at pith,
8/16/11,Big Denver,BD-11,BC,sunny,2,BENE,3,15,11.5,8.5,core,good,no,1,32,,,32,,,
8/16/11,Big Denver,BD-11,BC,sunny,2,BENE,4,12,13.2,8,core,good,no,1,34,,,34,,,
8/16/11,Big Denver,BD-11,BC,sunny,2,BENE,5,12,13.5,8.9,core,good,no,1,28,,,28,,really hard to read,
8/16/11,Big Denver,BD-11,BC,sunny,3,PIMA,1,16,2.7,1.3,cookie,good,no,1,32,,,32,,,
8/16/11,Big Denver,BD-11,BC,sunny,3,PIMA,2,15,3.7,1.4,cookie,good,no,1,33,,,33,,,
8/16/11,Big Denver,BD-11,BC,sunny,3,PIMA,3,12,2.4,1.1,cookie,good,no,2,31,32,,31.5,,,
8/16/11,Big Denver,BD-11,BC,sunny,3,PIMA,4,12,4.4,2.2,cookie,good,no,1,32,,,32,,,
8/16/11,Big Denver,BD-11,BC,sunny,3,PIMA,5,15,3.8,1.9,cookie,good,no,1,36,,,36,,,
8/16/11,Big Denver,BD-2,BC,partly sunny,1,BENE,1,20,9.8,7.2,core,good,no,1,40,,,40,,,
8/16/11,Big Denver,BD-2,BC,partly sunny,1,BENE,2,20,12.7,8.2,core,good,no,1,36,,,36,,,
8/16/11,Big Denver,BD-2,BC,partly sunny,1,BENE,3,18,9.5,6.5,core,good,no,1,38,,,38,,beginning is really hard to read,
8/16/11,Big Denver,BD-2,BC,partly sunny,1,BENE,4,20,10.5,7.3,core,good,no,1,39,,,39,,,
8/16/11,Big Denver,BD-2,BC,partly sunny,1,BENE,5,18,12.9,8.7,core,good,no,1,36,,,36,,,
8/16/11,Big Denver,BD-2,BC,partly sunny,2,PIMA,1,13,2.3,<DBH,cookie,good,no,1,29,,,29,,,
8/16/11,Big Denver,BD-2,BC,partly sunny,2,PIMA,2,13,2.3,<DBH,cookie,good,no,1,28,,,28,,,
8/16/11,Big Denver,BD-2,BC,partly sunny,2,PIMA,3,13,1.5,<DBH,cookie,good,no,1,25,,,25,,,
8/16/11,Big Denver,BD-2,BC,partly sunny,2,PIMA,4,13,1.5,<DBH,cookie,good,no,2,29,32,,30.5,,,
8/16/11,Big Denver,BD-2,BC,partly sunny,2,PIMA,5,13,1.2,<DBH,cookie,good,no,3,13,16,17,15.33333333,,teeny tiny core,
8/16/11,Big Denver,BD-2,BC,partly sunny,4,POTR,1,20,14.9,11.5,core,good,no,2,32,32,,32,,labeled PT3 on cores and in J2X,
8/16/11,Big Denver,BD-2,BC,partly sunny,4,POTR,2,20,9.4,7.7,core,good,no,2,36,38,,37,,labeled PT3 on cores and in J2X,
8/16/11,Big Denver,BD-2,BC,partly sunny,4,POTR,3,19,8.8,7.6,core,good,no,2,29,31,,30,,labeled PT3 on cores and in J2X,
8/16/11,Big Denver,BD-2,BC,partly sunny,4,POTR,4,18,7.8,7.3,core,good,no,2,26,26,,26,,"beginning broken, definitely lost some years; labeled PT3 on cores and in J2X",
8/16/11,Big Denver,BD-2,BC,partly sunny,4,POTR,5,20,11.2,9.6,core,good,no,2,34,32,,33,,labeled PT3 on cores and in J2X,
8/16/11,Big Denver,BD-2,BC,partly sunny,5,PIMA,1,60,15.7,20,core,good,no,2,43,42,,42.5,fire residuals,,#1 and 2 maybe not residuals?
8/16/11,Big Denver,BD-2,BC,partly sunny,5,POTR,2,140,24.2,24.2,core,rotten- growth since fire!,no,2,37,40,,38.5,fire residuals,"couldn't see pith, called PM2-2 even though this is a POTR",#1 and 2 maybe not residuals?
8/16/11,Big Denver,BD-2,BC,partly sunny,5,PIMA,3,47,17.1,15.8,core,good,no,2,77,80,,78.5,fire residuals,,
8/16/11,Big Denver,BD-2,BC,partly sunny,5,PIMA,4,33,20.6,17.2,core,good,no,2,56,60,,58,fire residuals,,
8/15/11,Big Denver,BD-3,CN,very nice,1,BENE,1,9.3,12.9,11,core,good,no,1,32,,,32,,,
8/15/11,Big Denver,BD-3,CN,very nice,1,BENE,2,13,10.3,7.3,core,good,no,2,34,35,,34.5,,,
8/15/11,Big Denver,BD-3,CN,very nice,1,BENE,3,9.1,9.5,6.4,core,some rot at pith,no,1,32,,,32,,,
8/15/11,Big Denver,BD-3,CN,very nice,1,BENE,4,11,6,4.5,core,good,no,1,30,,,30,,,
8/15/11,Big Denver,BD-3,CN,very nice,1,BENE,5,11.1,11,8.1,core,good,no,1,35,,,35,,,
8/15/11,Big Denver,BD-3,CN,very nice,2,POTR,1,13.5,13.8,9.2,core,good,no,1,33,,,33,,,
8/15/11,Big Denver,BD-3,CN,very nice,2,POTR,2,10.2,6.5,5.9,core,good,no,1,27,,,27,,way off pith,
8/15/11,Big Denver,BD-3,CN,very nice,2,POTR,3,10.3,7.1,6.9,core,good,no,1,35,,,35,,,
8/15/11,Big Denver,BD-3,CN,very nice,2,POTR,4,10,9,7,core,some rot at pith,no,1,37,,,37,,very nice pith,
8/15/11,Big Denver,BD-3,CN,very nice,2,POTR,5,7,7,6,core,rot in pith,no,1,30,,,30,,way off pith,
8/15/11,Big Denver,BD-3,CN,very nice,3,PICEASP,1,10.3,4.4,3.4,core,good,no,2,18,18,,18,PICGLA,,
8/15/11,Big Denver,BD-3,CN,very nice,3,PICEASP,2,8,5.5,4.7,core,good,no,2,19,20,,19.5,PICGLA,,
8/15/11,Big Denver,BD-3,CN,very nice,3,PICEASP,3,8,4.3,3.4,core,good,no,2,30,30,,30,PICMAR,,
8/15/11,Big Denver,BD-3,CN,very nice,3,PICEASP,4,7.5,6.2,4,core,good,no,2,26,24,,25,PICMAR,,
8/15/11,Big Denver,BD-3,CN,very nice,3,PICEASP,5,11,5,3.9,core,good,no,2,32,29,,30.5,PICMAR,,
8/15/11,Big Denver,BD-3,CN,very nice,4,PICEASP,1,5,3,<DBH,cookie,good,no,1,30,,,30,PICMAR,,
8/15/11,Big Denver,BD-3,CN,very nice,4,PICEASP,2,5,2.7,<DBH,cookie,good,no,1,33,,,33,PICMAR,,
8/15/11,Big Denver,BD-3,CN,very nice,4,PICEASP,3,5,2.2,<DBH,cookie,good,no,1,35,,,35,PICGLA,,
8/15/11,Big Denver,BD-3,CN,very nice,4,PICEASP,4,5,2.2,<DBH,cookie,good,no,1,31,31,,31,PICMAR,,
8/15/11,Big Denver,BD-3,CN,very nice,4,PICEASP,5,5,2.5,<DBH,cookie,good,no,1,32,,,32,PICMAR,,
8/18/11,Big Denver,BD-4,BC,sunny,1,PIMA,1,15,10,6,core,good,no,1,35,,,35,,,
8/18/11,Big Denver,BD-4,BC,sunny,1,PIMA,2,15,9.7,5.3,core,good,no,1,30,,,30,,,
8/18/11,Big Denver,BD-4,BC,sunny,1,PIMA,3,15,7.2,4.3,core,good,no,1,35,,,35,,,
8/18/11,Big Denver,BD-4,BC,sunny,1,PIMA,4,20,10.1,7.5,core,good,no,1,34,,,34,,,
8/18/11,Big Denver,BD-4,BC,sunny,1,PIMA,5,25,7.7,5.7,core,good,no,1,33,,,33,,,
8/18/11,Big Denver,BD-4,BC,sunny,2,BENE,1,20,13.2,7.6,core,light rot,no,1,35,,,35,,hard to count pith bc of rot,
8/18/11,Big Denver,BD-4,BC,sunny,2,BENE,2,15,6.2,3.7,core,good,no,1,33,,,33,heavily browsed,,
8/18/11,Big Denver,BD-4,BC,sunny,2,BENE,3,20,10,5.4,core,good,no,0,,,,#DIV/0!,,can't see pith,TRASH
8/18/11,Big Denver,BD-4,BC,sunny,2,BENE,4,15,9.6,4.6,core,good,no,1,37,,,37,,,
8/18/11,Big Denver,BD-4,BC,sunny,2,BENE,5,20,10.1,7.2,core,good,no,1,34,,,34,,,
8/18/11,Big Denver,BD-4,BC,sunny,3,PIMA,1,30,1.6,<DBH,cookie,good,no,1,24,,,24,,,
8/18/11,Big Denver,BD-4,BC,sunny,3,PIMA,2,20,3.5,<DBH,cookie,good,no,1,30,,,30,,,
8/18/11,Big Denver,BD-4,BC,sunny,3,PIMA,3,20,2.2,0.2,cookie,good,no,1,27,,,27,,,
8/18/11,Big Denver,BD-4,BC,sunny,3,PIMA,4,20,1.4,<DBH,cookie,good,no,1,25,,,25,,,
8/18/11,Big Denver,BD-4,BC,sunny,3,PIMA,5,25,1.8,<DBH,cookie,good,no,1,29,,,29,,,
8/18/11,Big Denver,BD-4,BC,sunny,4,LALA,1,20,10,7.6,core,good,no,1,34,,,34,,,
8/18/11,Big Denver,BD-4,BC,sunny,4,LALA,2,20,7.6,5.7,core,good,no,1,33,,,33,,,
8/16/11,Big Denver,BD-5,BC,sunny,1,PIMA,1,30,6.6,4.3,core,good,no,2,22,24,,23,,,
8/16/11,Big Denver,BD-5,BC,sunny,1,PIMA,2,25,4.7,3,core,good,no,2,35,37,,36,,,
8/16/11,Big Denver,BD-5,BC,sunny,1,PIMA,3,25,5.9,4.1,core,good,no,2,36,36,,36,,,
8/16/11,Big Denver,BD-5,BC,sunny,1,PIMA,4,25,8.7,6.1,core,good,no,1,32,,,32,,mounted upside down?,
8/16/11,Big Denver,BD-5,BC,sunny,1,PIMA,5,25,12.8,8,core,good,no,3,90,92,95,92.33333333,,REALLY OLD- maybe false rings?,
8/16/11,Big Denver,BD-5,BC,sunny,2,PIMA,1,25,2.3,<DBH,cookie,good,no,1,34,,,34,,,
8/16/11,Big Denver,BD-5,BC,sunny,2,PIMA,2,25,2.2,<DBH,cookie,good,no,1,33,,,33,,,
8/16/11,Big Denver,BD-5,BC,sunny,2,PIMA,3,25,2.2,<DBH,cookie,good,no,1,30,,,30,,,
8/16/11,Big Denver,BD-5,BC,sunny,2,PIMA,4,25,1.8,<DBH,cookie,good,no,1,30,,,30,,,
8/16/11,Big Denver,BD-5,BC,sunny,2,PIMA,5,25,1.6,<DBH,cookie,good,no,1,32,,,32,,,
8/16/11,Big Denver,BD-5,BC,sunny,3,BENE,1,35,1.6,<DBH,cookie,good,no,1,16,,,16,,,
8/16/11,Big Denver,BD-5,BC,sunny,3,BENE,2,45,1.9,<DBH,cookie,good,no,1,16,,,16,,,
8/16/11,Big Denver,BD-5,BC,sunny,3,BENE,3,35,1.4,<DBH,cookie,good,no,1,20,,,20,,,
8/16/11,Big Denver,BD-5,BC,sunny,3,BENE,4,35,1.4,0.4,cookie,good,no,1,20,,,20,,,
8/16/11,Big Denver,BD-5,BC,sunny,3,BENE,5,45,1.7,0.6,cookie,good,no,2,22,21,,21.5,,,"not well stained for first count, first count no good"
8/16/11,Big Denver,BD-5,BC,sunny,4,CBSNBC,1,45,11.2,8.9,cookie,rough! Ants,no,2,70,67,,68.5,6m tall,,
8/16/11,Big Denver,BD-5,BC,sunny,4,CBSNBC,2,50,9.2,7,cookie,good,no,2,83,84,,83.5,6m tall,,
8/16/11,Big Denver,BD-5,BC,sunny,4,CBSNBC,3,35,4,2.8,cookie,good,no,2,64,64,,64,3m tall,,
8/16/11,Big Denver,BD-5,BC,sunny,4,CBSNBC,4,40,4.4,3.4,cookie,good,no,2,88,89,,88.5,3m tall,,
8/16/11,Big Denver,BD-5,BC,sunny,4,CBSNBC,5,35,2.4,1.1,cookie,good,no,2,68,69,,68.5,2m tall,,
8/17/11,Big Denver,BD-6,BC,sunny,1,BENE,1,20,18.2,12.7,core,good,no,1,53,,,53,,,
8/17/11,Big Denver,BD-6,BC,sunny,1,BENE,2,25,31,21.1,core,good,no,1,42,,,42,,can't find pith,"age is an estimate, counted to the end of the core"
8/17/11,Big Denver,BD-6,BC,sunny,1,BENE,3,20,16.7,11.2,core,good,no,1,38,,,38,,,
8/17/11,Big Denver,BD-6,BC,sunny,1,BENE,4,25,22,15.7,core,good,no,1,32,,,32,,can't find pith,age is an estimate
8/17/11,Big Denver,BD-6,BC,sunny,1,BENE,5,15,16.6,11,core,good,no,0,,,,#DIV/0!,,can't find pith,TRASH
8/17/11,Big Denver,BD-6,BC,sunny,2,POTR,1,20,18.6,13.6,core,good,no,1,38,,,38,,,
8/17/11,Big Denver,BD-6,BC,sunny,2,POTR,2,20,13.6,11.2,core,good,no,2,28,30,,29,,few years off pith,
8/17/11,Big Denver,BD-6,BC,sunny,2,POTR,3,20,16.4,13.8,core,good,no,1,37,,,37,,way off pith,
8/17/11,Big Denver,BD-6,BC,sunny,2,POTR,4,15,15.5,12.3,core,good,no,1,35,,,35,,,
8/17/11,Big Denver,BD-6,BC,sunny,2,POTR,5,15,14.7,12.2,core,good,no,1,36,,,36,,can't find pith,
8/17/11,Big Denver,BD-6,BC,sunny,3,PIMA,1,15,10.9,7.7,core,good,no,1,33,,,33,,,
8/17/11,Big Denver,BD-6,BC,sunny,3,PIMA,2,15,10.9,8.8,core,good,no,1,35,,,35,,,
8/17/11,Big Denver,BD-6,BC,sunny,3,PIMA,3,15,9.6,6.9,core,good,no,1,38,,,38,,,
8/17/11,Big Denver,BD-6,BC,sunny,3,PIMA,4,15,8.3,6.6,core,good,no,0,,,,#DIV/0!,,"mounted upside down, first count no good!",TRASH
8/17/11,Big Denver,BD-6,BC,sunny,3,PIMA,5,15,10.7,7.6,core,good,no,1,38,,,38,,,
8/17/11,Big Denver,BD-6,BC,sunny,4,PICEASP,1,15,1.3,<DBH,cookie,good,no,2,26,26,,26,,pretty moldy,
8/17/11,Big Denver,BD-6,BC,sunny,4,PICEASP,2,15,1.1,<DBH,cookie,good,no,1,27,,,27,,,
8/17/11,Big Denver,BD-6,BC,sunny,4,PICEASP,3,15,1.8,<DBH,cookie,good,no,2,34,33,,33.5,,,
8/17/11,Big Denver,BD-6,BC,sunny,4,PICEASP,4,15,2.2,<DBH,cookie,good,no,1,28,,,28,,,
8/17/11,Big Denver,BD-6,BC,sunny,4,PICEASP,5,15,2.3,<DBH,cookie,good,no,1,31,,,31,,,
8/16/11,Big Denver,BD-7,BC,sunny,1,POTR,1,15,7.3,6.2,core,good,no,2,33,34,,33.5,,,
8/16/11,Big Denver,BD-7,BC,sunny,1,POTR,2,15,10.1,7.7,core,good,no,2,36,34,,35,,,
8/16/11,Big Denver,BD-7,BC,sunny,1,POTR,3,15,7.7,6.7,core,light rot,no,3,39,35,35,36.33333333,,,
8/16/11,Big Denver,BD-7,BC,sunny,1,POTR,4,15,11,8.4,core,good,no,2,35,37,,36,,,
8/16/11,Big Denver,BD-7,BC,sunny,1,POTR,5,13,9.5,7.5,core,rot but can see rings,no,2,37,36,,36.5,,pith hard to count,first count no good
8/16/11,Big Denver,BD-7,BC,sunny,2,PIMA,1,13,5.6,3.6,core,good,no,1,32,,,32,,,
8/16/11,Big Denver,BD-7,BC,sunny,2,PIMA,2,13,5.7,4,core,good,no,0,,,,#DIV/0!,,missing,
8/16/11,Big Denver,BD-7,BC,sunny,2,PIMA,3,13,7.8,4.7,core,good,no,1,34,,,34,,,
8/16/11,Big Denver,BD-7,BC,sunny,2,PIMA,4,13,5.1,2.8,core,good,no,1,30,,,30,,,
8/16/11,Big Denver,BD-7,BC,sunny,2,PIMA,5,10,9.3,5.8,core,good,no,1,36,,,36,,,
8/16/11,Big Denver,BD-7,BC,sunny,3,PIMA,1,15,2.6,<DBH,cookie,good,no,1,33,,,33,,,
8/16/11,Big Denver,BD-7,BC,sunny,3,PIMA,2,15,2.9,<DBH,cookie,good,no,1,29,,,29,,,
8/16/11,Big Denver,BD-7,BC,sunny,3,PIMA,3,9,2.1,<DBH,cookie,good,no,1,33,,,33,,,
8/16/11,Big Denver,BD-7,BC,sunny,3,PIMA,4,10,2.1,<DBH,cookie,good,no,1,35,,,35,,,
8/16/11,Big Denver,BD-7,BC,sunny,3,PIMA,5,10,2.3,<DBH,cookie,good,no,1,32,,,32,,,
8/16/11,Big Denver,BD-7,BC,sunny,4,CBSNBC,1,15,10.5,7.8,core,good,no,2,72,73,,72.5,9m tall,,
8/16/11,Big Denver,BD-7,BC,sunny,4,CBSNBC,2,15,10.6,9.3,core,good,no,2,75,73,,74,9m tall,,
8/16/11,Big Denver,BD-7,BC,sunny,4,CBSNBC,3,15,3,1,core,good,no,2,49,49,,49,3m tall,,
8/16/11,Big Denver,BD-7,BC,sunny,4,CBSNBC,4,15,1,1.9,core,good,no,2,40,45,,42.5,3m tall,,
8/17/11,Big Denver,BD-8,BC,sunny &raining,1,PIMA,1,40,8.1,5.9,core,good,no,1,35,,,35,,weird labeling in J2X- see notes,
8/17/11,Big Denver,BD-8,BC,sunny &raining,1,PIMA,2,40,5.7,4,core,good,no,1,26,,,26,,few years off pith,
8/17/11,Big Denver,BD-8,BC,sunny &raining,1,PIMA,3,40,8.7,5.1,core,good,no,1,31,,,31,,,
8/17/11,Big Denver,BD-8,BC,sunny &raining,1,PIMA,4,40,7.9,4.6,core,good,no,1,33,,,33,,,
8/17/11,Big Denver,BD-8,BC,sunny &raining,1,PIMA,5,40,8.2,5.6,core,good,no,1,36,,,36,,weird labeling in J2X- see notes,
8/17/11,Big Denver,BD-8,BC,sunny &raining,2,PIMA,1,30+,1.3,<DBH,cookie,good,no,1,29,,,29,,,
8/17/11,Big Denver,BD-8,BC,sunny &raining,2,PIMA,2,30+,2.2,<DBH,cookie,good,no,1,33,,,33,,,
8/17/11,Big Denver,BD-8,BC,sunny &raining,2,PIMA,3,30+,1.8,<DBH,cookie,good,no,1,30,,,30,,,
8/17/11,Big Denver,BD-8,BC,sunny &raining,2,PIMA,4,30+,3,<DBH,cookie,good,no,1,32,,,32,,,
8/17/11,Big Denver,BD-8,BC,sunny &raining,2,PIMA,5,30+,1.8,<DBH,cookie,good,no,1,30,,,30,,,
8/17/11,Big Denver,BD-8,BC,sunny &raining,3,CBSNBC,1,30+,7.7,4,cookie,good,no,2,54,53,,53.5,,,
8/17/11,Big Denver,BD-8,BC,sunny &raining,3,CBSNBC,2,100,5.7,4,cookie,good,no,2,46,46,,46,,,
8/17/11,Big Denver,BD-8,BC,sunny &raining,3,CBSNBC,3,60,9.6,4,cookie,good,no,2,54,56,,55,,,
8/17/11,Big Denver,BD-8,BC,sunny &raining,3,CBSNBC,4,100,15.5,4,cookie,rotten center,no,1,55,,,55,,"bc of rot in center, can only count once",
8/17/11,Big Denver,BD-8,BC,sunny &raining,3,CBSNBC,5,100,10.7,4,cookie,good,no,2,59,54,,56.5,,,
8/17/11,Big Denver,BD-9,BC,partly sunny,1,POTR,1,10,9.3,7.2,core,good,no,1,37,,,37,,,first count no good
8/17/11,Big Denver,BD-9,BC,partly sunny,1,POTR,2,10,6.4,5.2,core,good,no,1,37,,,37,,,
8/17/11,Big Denver,BD-9,BC,partly sunny,1,POTR,3,10,12.4,9.9,core,good,no,1,35,,,35,,,
8/17/11,Big Denver,BD-9,BC,partly sunny,1,POTR,4,10,8.6,7.8,core,bit of rot,no,0,,,,#DIV/0!,,incomplete core,TRASH
8/17/11,Big Denver,BD-9,BC,partly sunny,1,POTR,5,10,10.3,7.5,core,rotten center,no,2,37,38,,37.5,,,first count no good
8/17/11,Big Denver,BD-9,BC,partly sunny,2,PIMA,1,8,7.2,5,core,good,no,2,30,33,,31.5,,,
8/17/11,Big Denver,BD-9,BC,partly sunny,2,PIMA,2,12,12.4,8.1,core,good,no,2,39,38,,38.5,,,
8/17/11,Big Denver,BD-9,BC,partly sunny,2,PIMA,3,7,7.3,5.3,core,good,no,1,25,,,25,,few years off pith,
8/17/11,Big Denver,BD-9,BC,partly sunny,2,PIMA,4,9,7.4,5.4,core,good,no,1,32,,,32,,,
8/17/11,Big Denver,BD-9,BC,partly sunny,2,PIMA,5,10,8.1,5.6,core,good,no,1,29,,,29,,,
8/17/11,Big Denver,BD-9,BC,partly sunny,3,PIMA,1,8,3.2,1.1,cookie,good,no,1,28,,,28,,,
8/17/11,Big Denver,BD-9,BC,partly sunny,3,PIMA,2,8,2.1,1,cookie,good,no,1,27,,,27,,,
8/17/11,Big Denver,BD-9,BC,partly sunny,3,PIMA,3,8,2.4,<DBH,cookie,good,no,1,26,,,26,,,
8/17/11,Big Denver,BD-9,BC,partly sunny,3,PIMA,4,10,2.8,1,cookie,good,no,1,27,,,27,,,
8/17/11,Big Denver,BD-9,BC,partly sunny,3,PIMA,5,8,2.3,<DBH,cookie,good,no,1,25,,,25,,,
8/17/11,Big Denver,BD-9,BC,partly sunny,4,CBSNBC,1,13,9.1,<DBH,cookie,rotten center,no,3,44,50,53,49,burned above DBH,,
8/17/11,Big Denver,BD-9,BC,partly sunny,4,CBSNBC,2,10,7.9,5.3,cookie,good,no,2,75,76,,75.5,,,
8/17/11,Big Denver,BD-9,BC,partly sunny,4,CBSNBC,3,10,5.5,3.1,cookie,good,no,2,70,70,,70,,,
8/17/11,Big Denver,BD-9,BC,partly sunny,4,CBSNBC,4,10,8,5.1,cookie,good,no,2,73,73,,73,,,
8/18/11,Big Denver,BD-RB,BC,sunny,1,CBSNBC,1,0,15.5,unk,cookie,goo,no,2,115,115,,115,2010 fire,"didn't know year of burn, just used 2011 as end year",
8/18/11,Big Denver,BD-RB,BC,sunny,1,CBSNBC,2,0,20,unk,cookie,good,no,2,104,103,,103.5,2010 fire,"didn't know year of burn, just used 2011 as end year",
8/18/11,Big Denver,BD-RB,BC,sunny,1,CBSNBC,3,0,16.7,unk,cookie,rotten center,no,2,80,75,,77.5,2010 fire,"didn't know year of burn, just used 2011 as end year",
8/18/11,Big Denver,BD-RB,BC,sunny,1,CBSNBC,4,0,19.2,unk,cookie,rotten center,no,2,104,103,,103.5,2010 fire,"didn't know year of burn, just used 2011 as end year",
8/18/11,Big Denver,BD-RB,BC,sunny,1,CBSNBC,5,0,24.7,unk,cookie,good,no,2,72,,,72,2010 fire,"didn't know year of burn, just used 2011 as end year",
8/31/11,Gerstle River,GR-1,BC,overcast,1,POTR,1,20,17,12.6,core,rotten center,no,2,56,55,,55.5,,really hard to read rings,
8/31/11,Gerstle River,GR-1,BC,overcast,1,POTR,2,30,18.4,15.3,core,rotten center,no,1,48,,,48,,broken at center- no pith,
8/31/11,Gerstle River,GR-1,BC,overcast,1,POTR,3,25,20.9,18.5,core,good,no,1,51,,,51,,,
8/31/11,Gerstle River,GR-1,BC,overcast,1,POTR,4,30,27,21.9,core,good,no,2,33,37,,35,,way far off pith,age is basically a guess at where the pith is
8/31/11,Gerstle River,GR-1,BC,overcast,1,POTR,5,30,26.5,20.3,core,good,no,1,55,,,55,,,
